"","business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories"
"2222","LJN4A-Wr95ee-Ihurzs36Q","""""Quiznos Subs""""","","""""7331 W Lake Mead Blvd, Ste 106""""","Las Vegas","NV","89128",36.1948379085,-115.252650459,1.5,3,0,"Restaurants;Sandwiches"
"2223","dn_ipqbm7_jUz5X3rDez_A","""""Todd English P.U.B.""""","The Strip","""""3720 S Las Vegas Blvd""""","Las Vegas","NV","89158",36.1083176,-115.174085,3.5,1387,1,"Bars;British;Beer;Wine & Spirits;Nightlife;Food;Gastropubs;Restaurants"
"2224","t_J_ykCkOkZPlmlJuDnkzg","""""CC'S Mesquite Broiler""""","","""""12235 N Cave Creek Rd""""","Phoenix","AZ","85022",33.5980736,-112.0370968,3.5,74,1,"Tex-Mex;Mexican;Seafood;Nightlife;Restaurants;Bars;Salad"
"2225","S75Lf-Q3bCCckQ3w7mSN2g","""""Notorious Burgers""""","","""""8777 N Scottsdale Rd""""","Scottsdale","AZ","85253",33.564852,-111.9255724,3.5,98,0,"Restaurants;Cocktail Bars;Nightlife;American (Traditional);American (New);Burgers;Bars;Comfort Food;Food"
"2226","O7ZvoH_ONGNKbXvHDSZlwg","""""Mariscos El Tiburón""""","","""""3330 N 19th Ave""""","Phoenix","AZ","85015",33.4871104853,-112.100441441,3,8,1,"Seafood;Mexican;Restaurants;Nightlife;Bars;Sushi Bars;Karaoke"
"2227","_JusTiXCx4qqhO_HfLsUtQ","""""Mr. Bangkok""""","Southeast","""""7582 S Las Vegas Blvd, Ste 241""""","Las Vegas","NV","89123",36.050351,-115.171564,5,3,1,"Gluten-Free;Restaurants;Health Markets;Thai;Food;Food Delivery Services;Specialty Food"
"2228","lYdSqzUmxYZc136Hyf-zSA","""""Bean Sprouts Cafe""""","","""""600 E Washington St""""","Phoenix","AZ","85004",33.4486919437,-112.066511939,4,4,1,"Food;Juice Bars & Smoothies;Gluten-Free;Restaurants;Sandwiches;Cafes;Vegan"
"2229","wShT0KXCW0ZAnNKdJr_1pg","""""Panda Express""""","Westside","""""9795 W Charleston Blvd, Ste 103""""","Las Vegas","NV","89117",36.1585938604,-115.311124637,3.5,34,1,"Chinese;Restaurants;Fast Food"
"2230","saWZO6hB4B8P-mIzS1--Xw","""""Kabob Palace""""","Spring Valley","""""4811 S Rainbow Blvd""""","Las Vegas","NV","89103",36.1010205,-115.2443122,3,14,0,"Food;Ethnic Food;Restaurants;Specialty Food;Persian/Iranian;Greek"
"2231","J1gvlBxU7_YqgYDHTQIgbA","""""McDonald's""""","","""""625 E Baseline Rd""""","Tempe","AZ","85283",33.3777862048,-111.931406893,3,12,1,"Fast Food;Restaurants;Burgers;Food"
"2232","in2mIbyc9WvsZcROSw0bWQ","""""Taco Bell""""","","""""5705 W Bell Rd""""","Glendale","AZ","85308",33.6388,-112.1826,2.5,17,1,"Restaurants;Mexican;Fast Food;Tex-Mex"
"2233","9_k-gfVfqp5KlcZWdxZdGw","""""Before Sunset""""","","""""Costa Di Lago""""","Henderson","NV","89011",36.1029663086,-114.929458618,3,4,0,"American (New);Restaurants"
"2234","07gh-AImcEcWQ2bew-jprg","""""Woo Che""""","Chinatown","""""4711 Spring Mountain Rd""""","Las Vegas","NV","89102",36.1261038,-115.2054322,3.5,103,0,"Korean;Restaurants;Barbeque;Buffets"
"2235","DV-tubtrEPacLsTms4CgZA","""""Gyros Place""""","","""""1829 N Power Rd""""","Mesa","AZ","85205",33.4492149,-111.6827154,4,73,1,"Restaurants;Greek"
"2236","OYxzmfSSN6Vv2-qomtDPNw","""""Del Taco""""","","""""7665 W Lower Buckeye Rd""""","Phoenix","AZ","85043",33.4225124,-112.2250202,3,6,1,"Restaurants;Mexican"
"2237","Dcu698L9WArPRc9mAYrAzA","""""Sushi Hagi""""","Eastside","""""3430 E Tropicana Ave, Ste 30""""","Las Vegas","NV","89121",36.1017365167,-115.100434612,4.5,85,0,"Sushi Bars;Restaurants"
"2238","hkeHIe-JaUK5S5dUHgrBbA","""""Sicili's Pizza""""","Eastside","""""529 E Twain Ave""""","Las Vegas","NV","89169",36.1207998951,-115.151395523,4,158,1,"Restaurants;Pizza"
"2239","gUjohbxvaPoHrw41FwkVOA","""""Chinois""""","The Strip","""""Caesars Palace Hotel & Casino, Forum Shops, 3500 Las Vegas Blvd S""""","Las Vegas","NV","89109",36.1190372,-115.176005,2.5,31,0,"Asian Fusion;Restaurants;Chinese"
"2240","SfP326rcU5sjwGx_dQP2RQ","""""Shan Dong Chinese Restaurant""""","Chinatown","""""3419 S Jones Blvd""""","Las Vegas","NV","89146",36.1270191,-115.2250095,3.5,10,0,"Chinese;Restaurants"
"2241","UR6LHlvUn_A2BYbIr3Xs9Q","""""Jack In the Box""""","","""""4910 S Val Vista Dr""""","Gilbert","AZ","85298",33.2610274,-111.7561935,3.5,19,1,"Fast Food;Restaurants"
"2242","zjT5e1q37E7Od8DceC9Eng","""""Arizona Hot Dog""""","","""""9000 N 103rd Ave""""","Sun City","AZ","85345",33.5657183321,-112.28116259,4.5,3,1,"Hot Dogs;Restaurants"
"2243","3yNjFbYSNxlRtTCDCXVcnA","""""Golden Corral""""","","""""420 N Dysart Rd""""","Goodyear","AZ","85338",33.4511246,-112.3417602,2.5,65,1,"Restaurants;Buffets"
"2244","ZnUBkQrpRQDk_Y0hPtlgNw","""""Mabuhay Kitchenette""""","Eastside","""""3957 S Maryland Pkwy""""","Las Vegas","NV","89119",36.1171210082,-115.138213119,4,18,0,"Filipino;Restaurants"
"2245","Gv2F-f0mUYhCCUKOshpj3A","""""Original Cuisine""""","","""""1853 W Broadway Rd""""","Mesa","AZ","85202",33.4071605,-111.8716742,3,33,1,"Restaurants;Chinese;Szechuan"
"2246","fOAf6lQHhPn7qybtHKxsGQ","""""Losers Most Wanted Bar""""","The Strip","""""3799 S Las Vegas Blvd""""","Las Vegas","NV","89109",36.1022507,-115.1699679,4,33,1,"Bars;Restaurants;American (New);Nightlife"
"2247","RUJfBZJuYEGgKYRW6mIzCQ","""""Jimmy John's Gourmet Sandwiches""""","Westside","""""2530 S Decatur Blvd""""","Las Vegas","NV","89102",36.1441525,-115.2069549,4,17,0,"Sandwiches;Restaurants"
"2248","HDvrgxInBOq6IQNBSo178w","""""Rice Trax Teriyaki Grill""""","Southwest","""""7745 S Rainbow Blvd""""","Las Vegas","NV","89113",36.0471607,-115.2433426,3.5,53,0,"Japanese;Hawaiian;Restaurants"
"2249","-F5mm0-YeCI7viSiOwVAAw","""""Lox, Stock & Bagel""""","","""""7353 N Via Paseo Del Sur""""","Scottsdale","AZ","85258",33.5442293455,-111.905472279,4,245,1,"Coffee & Tea;Breakfast & Brunch;Bagels;Sandwiches;Restaurants;Food"
"2250","fbU7gHEG5A-cFxH33ouQ4A","""""Mia Francesca""""","","""""20825 N Pima Rd""""","Scottsdale","AZ","85255",33.6722463,-111.890491,3,29,0,"Italian;Restaurants"
"2251","Co3AtKUoAv_BxDQqRnZwhQ","""""San Felipe's Cantina""""","","""""20825 N Pima Rd""""","Scottsdale","AZ","85255",33.6722462,-111.8905084,3,10,0,"Restaurants;Bars;Nightlife;Mexican"
"2252","GFoJkebYoK2sigk3H8lUlg","""""Twisted Cactus Brew & BBQ""""","","""""4080 W Ray Rd, Ste 26""""","Chandler","AZ","85226",33.3224277,-111.9119889,4.5,110,1,"Burgers;Restaurants;Bars;Barbeque;Brewpubs;Beer;Wine & Spirits;Sandwiches;Nightlife;Beer Bar;Food;Pubs;Breweries"
"2253","FO_6o6BAs3s8yzd-gDh3jQ","""""Jack In the Box""""","","""""4680 S Decatur Blvd""""","Las Vegas","NV","89103",36.1016589705,-115.207394226,2.5,10,1,"Fast Food;Restaurants"
"2254","iPXKHoEdpXG7Ysqg7UZ3ZQ","""""The Dugout Sports Grill""""","","""""4804 E Chandler Blvd, Ste 100""""","Phoenix","AZ","85048",33.3055118,-111.9797915,2.5,4,0,"Restaurants;American (Traditional)"
"2255","6NTKhWwP-mjR5IHJKzGq2w","""""Arby's""""","","""""13607 W Camino Del Sol""""","Sun City West","AZ","85375",33.654245,-112.3549571,3,8,1,"Fast Food;Restaurants;American (Traditional);Sandwiches"
"2256","GMcit-31kUNFVulQGwSEwA","""""The Good Egg - Thunderbird""""","","""""13802 N Scottsdale Rd, Ste 171""""","Scottsdale","AZ","85254",33.6116106,-111.9271772,3.5,75,0,"Restaurants;Breakfast & Brunch"
"2257","d_L-rfS1vT3JMzgCUGtiow","""""Border Grill""""","The Strip","""""3950 S Las Vegas Blvd""""","Las Vegas","NV","89119",36.0900669068,-115.176972897,4,1432,1,"Restaurants;Breakfast & Brunch;Mexican;Tapas/Small Plates"
"2258","m6NqXv33v6d0r5YUx_RYJA","""""Blimpie""""","","""""2601 W Dunlap Ave, Ste 1""""","Phoenix","AZ","85021",33.5670453,-112.115254,2.5,4,1,"Sandwiches;Restaurants"
"2259","bV_xC1dzOhN_y4YEd4h02g","""""MountainSide""""","","""""1442 E Lake Mead Pkwy""""","Henderson","NV","89015",36.0732730942,-114.953264875,3,54,1,"Bars;Restaurants;Sports Bars;Nightlife;American (New);Pubs"
"2260","-CFKgOGpYPIt8NnqidaZCw","""""Chef Flemming's BakeShop""""","","""""7 S Water St, Ste B""""","Henderson","NV","89015",36.0359158,-114.9859226,4.5,165,1,"Restaurants;Patisserie/Cake Shop;Food;Custom Cakes;Bakeries"
"2261","-34vSRcMz_RjN00dWIiQ3Q","""""Subway""""","","""""5026 W Cactus Rd, Ste 2""""","Glendale","AZ","85304",33.5963423,-112.1665715,3,14,1,"Restaurants;Fast Food;Sandwiches"
"2262","dRb2Xq8jorJV6tDCgmaQUg","""""Papa John's Pizza""""","","""""703 E Bell Rd""""","Phoenix","AZ","85022",33.640199,-112.0653008,2.5,3,1,"Restaurants;Pizza"
"2263","DkaPGavPjjw9DWUmrZ19IQ","""""Church's Fried Chicken""""","","""""4245 S Central Ave""""","Phoenix","AZ","85040",33.406983,-112.0730413,2.5,6,1,"Restaurants"
"2264","I_aIzz-3iKA3o7G6S4A30w","""""Les Artistes Steakhouse""""","Eastside","""""Paris Las Vegas, 3655 Las Vegas Blvd S""""","Las Vegas","NV","89109",36.124423,-115.146372,3.5,52,0,"Steakhouses;Restaurants"
"2265","1KhBzrqmU164bss64jR5uA","""""Rick's Rollin Smoke BBQ & Tavern""""","Downtown","""""725 Las Vegas Blvd S, Ste 110""""","Las Vegas","NV","89101",36.161205,-115.145457,4,169,1,"Sandwiches;Beer Bar;Nightlife;Bars;Barbeque;Restaurants"
"2266","lHIUPJMTyHyA1EV5_GRRXw","""""Subway""""","","""""2735 S 99th Ave, Ste 105""""","Tolleson","AZ","85353",33.4226133,-112.2719109,2.5,5,1,"Sandwiches;Fast Food;Restaurants"
"2267","PrlPw4m5JdgyTluToJfVNw","""""Bernard's Fine Dining""""","","""""3751 S Clubhouse Dr""""","Chandler","AZ","85248",33.2514966,-111.8709117,3.5,15,1,"Restaurants;American (Traditional);Golf;Active Life"
"2268","BBTkC1Z3ZnEE916SkCONIg","""""GreenMix""""","","""""2160 E Baseline Rd, Ste 128""""","Phoenix","AZ","85042",33.3792825249,-112.032892803,4,161,1,"Restaurants;American (New);Sandwiches;Salad"
"2269","LMdUoR00jPxQDWLYRq93FA","""""Quiessence Restaurant""""","","""""6106 S 32nd St""""","Phoenix","AZ","85042",33.3910264577,-112.016740994,3.5,227,1,"Desserts;Italian;Wine Bars;Bars;Nightlife;Vegetarian;Cocktail Bars;Food;American (New);Restaurants"
"2270","d482l58ho0_IMdFkXX1F5Q","""""DB Brasserie""""","The Strip","""""3355 S Las Vegas Blvd S""""","Las Vegas","NV","89109",36.122917,-115.168527,3.5,322,0,"Bars;Brasseries;Restaurants;French;Nightlife"
"2271","iBPyahdJRP5y0t25fF2W9w","""""Lip Smacking Foodie Tours""""","The Strip","""""3635 Las Vegas Blvd S""""","Las Vegas","NV","89109",36.1145367627,-115.172678268,5,179,1,"Food Tours;Restaurants;Event Planning & Services;Food;Hotels;Hotels & Travel;Tours;Walking Tours"
"2272","haa0u6VwTWBXbIW0mxlSGw","""""China Joe's""""","Eastside","""""1350 E Flamingo Rd""""","Las Vegas","NV","89119",36.115409,-115.134947,2.5,53,1,"Chinese;Restaurants"
"2273","UKUiJtXl0kXIUgK5tjReIA","""""Petes Fish & Chips""""","","""""9309 W Van Buren St""""","Tolleson","AZ","85353",33.4500657,-112.2603422,2.5,85,1,"Restaurants;Seafood"
"2274","onynOCEV-xWxtWxrmvpWmg","""""Alfonso's Mexican Food""""","","""""5585 Simmons St""""","N Las Vegas","NV","89031",36.2612231,-115.180169,2.5,3,0,"Mexican;Restaurants"
"2275","7WHAdFHiHLmNJN72M_AKYQ","""""Dumpling And Noodle House""""","The Strip","""""3743 Las Vegas Blvd S""""","Las Vegas","NV","89109",36.1076001737,-115.17166129,3,29,1,"Restaurants;Noodles;Chinese"
"2276","KeI955jJ81rY2WyaC4lq2w","""""Native Grill & Wings""""","","""""1339 E Chandler Blvd""""","Phoenix","AZ","85048",33.3042548739,-112.054051872,3.5,71,1,"American (New);Bars;Fast Food;Restaurants;Chicken Wings;Sports Bars;Nightlife"
"2277","yU34swtpTS8-SMjeLIEFcQ","""""Yogi's Teriyaki""""","Spring Valley","""""4825 S Fort Apache Rd""""","Las Vegas","NV","89147",36.1013930539,-115.29826803,4,93,1,"Restaurants;Japanese"
"2278","Sfc8Haz2Yri8Mo1L0E0TsA","""""Chicken Bonz""""","Spring Valley","""""6530 S Decatur Blvd""""","Las Vegas","NV","89118",36.071196,-115.207463,3,52,0,"Restaurants;Chicken Wings;Burgers"
"2279","g7fXSjIsE31hLIW5z60zfg","""""Coast 2 Coast Food Truck""""","The Strip","""""""""","Las Vegas","NV","89109",36.128561,-115.1711298,3.5,24,1,"Food Trucks;Sandwiches;Food;Restaurants;Delis"
"2280","iiVeHbqOWMuKeUQz7ks71A","""""Golden China Chinese Cuisine""""","Eastside","""""3830 E Flamingo Rd, Ste E4""""","Las Vegas","NV","89121",36.1170213998,-115.090478742,3,119,1,"Restaurants;Chinese"
"2281","Nm-5ylHYI20vvK9u6-SKXw","""""JJ's Grill""""","","""""9611 W Camelback Rd""""","Phoenix","AZ","85037",33.507577,-112.266463,4,35,1,"Sports Bars;American (Traditional);Bars;Restaurants;Nightlife"
"2282","ogrEVWqKvhlScu4yozX5Dw","""""Humberto's Taco Shop""""","","""""12550 W Thunderbird Rd, Ste 113""""","El Mirage","AZ","85335",33.6095158034,-112.329018685,4,28,1,"Mexican;Restaurants"
"2283","l07I7E_F5IhhBd4uvxxcdA","""""Gators Pizza""""","","""""1639 W Warm Springs Rd""""","Henderson","NV","89014",36.0555859718,-115.055714213,4,31,1,"Arts & Entertainment;Italian;Fast Food;Arcades;Pizza;Restaurants"
"2284","a0v7Si0DK4cIko7AQY4YXg","""""Egg Works""""","Spring Valley","""""6960 S Rainbow Blvd""""","Las Vegas","NV","89118",36.0621940089,-115.241856213,4.5,829,1,"Breakfast & Brunch;Restaurants;American (Traditional)"
"2285","2hyciWHsqnbqdEkUvO3KuQ","""""Little Crown & Anchor Pub""""","Chinatown","""""4755 Spring Mountain Rd""""","Las Vegas","NV","89136",36.126151,-115.205974,3.5,114,1,"Pubs;Bars;British;Nightlife;Restaurants"
"2286","K1WGxpKx1OoI0N1I6LRsyA","""""Quickee Burgers""""","Southeast","""""8846 S Eastern Ave""""","Las Vegas","NV","89123",36.0284419,-115.1178336,2,16,0,"American (Traditional);Restaurants;Fast Food;Burgers"
"2287","f5UraqUh4mRlBkykq3Dj0A","""""United Steaks of Cheese""""","","""""""""","Phoenix","AZ","85007",33.4462721,-112.0893682,3,6,0,"Food Trucks;Food;Restaurants;Cheesesteaks"
"2288","UCpUOtvqR-NBWBNVMzJleA","""""Blue Martini Lounge""""","Southeast","""""6593 Las Vegas Blvd S, Bldg L B214""""","Las Vegas","NV","89119",36.0683706291,-115.177535906,3.5,796,1,"Bars;Lounges;Restaurants;Nightlife;American (New)"
"2289","H7PB7JoyEkr2RBMt5SjxLw","""""Nathans Famous Hotdogs""""","","""""5000 Arizona Mills Cir""""","Tempe","AZ","85282",33.383123,-111.964485,2,3,0,"Hot Dogs;Restaurants"
"2290","trsKoo2b9-nMcXCKn8dlfQ","""""Good China Restaurant""""","","""""6544 W Thomas Rd, Ste 38""""","Phoenix","AZ","85033",33.4813036,-112.2023452,4,51,1,"Chinese;Restaurants"
"2291","dxvsOCvRPnHB6P3IN-KDuw","""""Sal's Gilbert Pizza""""","","""""1150 S Gilbert Rd""""","Gilbert","AZ","85296",33.3290136355,-111.790612032,4,394,1,"Food;Pizza;Desserts;Salad;Restaurants"
"2292","pcxssrp4IeSN3GlYpPwlQA","""""Flame Kabob""""","Anthem","""""10895 S Eastern Ave, Ste 130""""","Henderson","NV","89052",35.9939755284,-115.101479888,3.5,29,0,"Halal;Restaurants;Persian/Iranian"
"2293","ol2r325YnfuHcq7yeO3vdg","""""Subway""""","","""""10659 Grand Ave, Ste 2""""","Sun City","AZ","85351",33.6008756,-112.2877744,1.5,10,1,"Sandwiches;Fast Food;Restaurants"
"2294","GIlFumyLyrKu-3xA_xZNQg","""""China Star""""","","""""1075 W Craig Rd""""","North Las Vegas","NV","89032",36.2389002,-115.1566604,2,53,1,"Chinese;Restaurants"
"2295","Q0HAhn2Pi2afILbtiPvlIQ","""""Ahwatukee Country Club""""","","""""12432 S 48th St""""","Phoenix","AZ","85044",33.333429,-111.9822468,2.5,18,1,"Restaurants;Shopping;Sporting Goods;Golf Equipment;Golf;Country Clubs;Active Life;Arts & Entertainment"
"2296","ABRVorSKOKIWSPSpaWI-vQ","""""Barro's Pizza""""","","""""950 E Riggs Rd""""","Chandler","AZ","85249",33.2204347,-111.8248942,4,53,1,"Sandwiches;Italian;Restaurants;Pizza"
"2297","93E1eOQ2bQG0OyIMqdcTvg","""""Whataburger""""","","""""9990 N 90th St""""","Scottsdale","AZ","85258",33.577089601,-111.886299849,3,44,1,"Burgers;Restaurants;American (Traditional);Fast Food"
"2298","4VOxaNfc-YnaT1xamBOKUw","""""Wok On""""","","""""1920 W Broadway Rd""""","Mesa","AZ","85202",33.4091395,-111.8723604,4.5,7,1,"Restaurants;Chinese"
"2299","F4VS-6xnpDoNBRGPoLrtjA","""""Novecento Pizzeria""""","Spring Valley","""""6375 S Rainbow Blvd, Ste 100""""","Las Vegas","NV","89118",36.0727196017,-115.243303548,4,49,0,"Italian;Pizza;Restaurants"
"2300","aY-lZvoTHAFl9k6dcfcAxQ","""""Chen's Chinese Bistro""""","","""""2743 S Market St, Ste 111""""","Gilbert","AZ","85295",33.3003980129,-111.742661929,4,145,1,"Restaurants;Chinese"
"2301","HZuzY6nCEnz39nyloDCV8A","""""Red Lobster""""","","""""3360 N Scottsdale Road""""","Scottsdale","AZ","85251",33.4869202,-111.9268527,3.5,31,0,"Italian;Seafood;American (Traditional);Restaurants;American (New)"
"2302","4l1cmNrXBOLVUJR29MDp3A","""""Subway""""","Centennial","""""7171 N Hualapai Way""""","Las Vegas","NV","89129",36.2912061,-115.315539,3,26,1,"Sandwiches;Fast Food;Restaurants"
"2303","SsN-SaGGkJn2Qm-jSDQ4aQ","""""Trevi""""","The Strip","""""3500 S Las Vegas Blvd""""","Las Vegas","NV","89109",36.1189640942,-115.175790489,3.5,771,1,"Pizza;American (Traditional);Restaurants;Ice Cream & Frozen Yogurt;Italian;Food"
"2304","EVpjpTaSUdeXG0b69krzAQ","""""Subway""""","Spring Valley","""""5693 S Jones Blvd, Ste 121""""","Las Vegas","NV","89118",36.0869205561,-115.225593406,3.5,13,1,"Vegetarian;Fast Food;Restaurants;Sandwiches"
"2305","2QbWs3zL31_pRN2xo3obwA","""""La Sirena""""","Downtown","""""2327 S Eastern Ave""""","Las Vegas","NV","89104",36.1454189,-115.118237,3,3,0,"Mexican;Restaurants"
"2306","qIxHjX88MmHbh0ASNqqoJA","""""Black Mountain Tavern & Distillery""""","","""""30855 N Cave Creek Rd, Ste 140""""","Cave Creek","AZ","85331",33.7662795,-111.9831601,4,112,1,"Sports Bars;Nightlife;Restaurants;Beer;Wine & Spirits;Food;Burgers;Bars"
"2307","GwNHbifUGWXRT6vYvfkKew","""""Roberto's Taco Shop #22""""","Northwest","""""4886 W Lone Mountain Rd""""","Las Vegas","NV","89130",36.2466993,-115.2090828,2.5,12,0,"Fast Food;Restaurants;Mexican"
"2308","sYmGrCydqABvGmundtZ6gg","""""Domino's Pizza""""","","""""2819 N Central Ave""""","Phoenix","AZ","85004",33.4794817,-112.0736806,2.5,34,1,"Pizza;Restaurants;Sandwiches;Chicken Wings"
"2309","ru35Z92NtGynsmw0iZDarQ","""""Tony's Mexican Food""""","Spring Valley","""""5752 S Ft Apache Rd, Ste 100""""","Las Vegas","NV","89148",36.0838220872,-115.297070648,3.5,123,1,"Mexican;Restaurants"
"2310","07WvOLZIitvfvnD6dR50Iw","""""Hungry Howie's Pizza""""","","""""14291 W Grand Ave, Ste 115""""","Surprise","AZ","85374",33.6527744,-112.370739,3,13,1,"Pizza;Chicken Wings;Restaurants;Fast Food"
"2311","w2LGE0kHQQv6v0LmJtcfhw","""""Big Town Hero""""","Southeast","""""3130 E Sunset Rd""""","Las Vegas","NV","89120",36.0718982,-115.1068951,4,3,0,"Restaurants;American (New)"
"2312","-lrxtiCaTdCJ9h7uMndsUQ","""""Stacy's Pit Stop BBQ""""","","""""8510 N 7th St""""","Phoenix","AZ","85020",33.5609161,-112.0654251,2.5,25,0,"Barbeque;Restaurants"
"2313","C3gKBIsZKR3bp43BbOu8qA","""""Thai Rama""""","","""""1221 W Camelback Rd""""","Phoenix","AZ","85013",33.5092019,-112.0887536,4,228,1,"Restaurants;Thai"
"2314","vA7gCRT0JsgSYy0U8NY0nA","""""Poke Spot""""","","""""20831 N Scottsdale Rd, Ste 115""""","Scottsdale","AZ","85255",33.6763535946,-111.922860628,4.5,106,1,"Food;Restaurants;Hawaiian;Seafood;Poke"
"2315","Vs7gc9EE3k9wARuUcN9piA","""""Pan Asian""""","Westside","""""2980 S Durango Dr, Ste 101""""","Las Vegas","NV","89117",36.1350039,-115.2784117,4.5,616,1,"Japanese;Restaurants;Thai;Chinese"
"2316","nbKSPpg3SONk_S_4ZR-t6w","""""Monsterland Bar & Grill""""","","""""18 W Main St""""","Mesa","AZ","85201",33.415467,-111.832292,3.5,74,0,"American (Traditional);Bars;Restaurants;Nightlife"
"2317","30PeUfYV_Jd4jcQNQxfTKA","""""BlueMoon Vietnamese Kitchen""""","","""""1933 W Main St, Ste 8""""","Mesa","AZ","85201",33.4134706635,-111.873244557,4,55,0,"Restaurants;Food;Coffee & Tea;Vietnamese"
"2318","LBVNBYNgopam1CzqPUPVvQ","""""Ginza Sushi""""","","""""375 N Stephanie St, Ste 311""""","Henderson","NV","89014",36.0542524,-115.0469435,3.5,42,0,"Japanese;Restaurants;Sushi Bars"
"2319","_OTl6V2oUfMMmoDWD2nXVg","""""Beau Monde Bakery""""","Summerlin","""""2380 N Buffalo Dr, Ste 110""""","Las Vegas","NV","89128",36.2031099,-115.2602202,4,80,1,"Food;Gluten-Free;Restaurants;Bakeries"
"2320","-TWZ4-AM76pUxPIt47mInw","""""Ketzal Mexican Grill""""","","""""20910 N Tatum Blvd""""","Phoenix","AZ","85050",33.6756727,-111.9791944,3,14,0,"Restaurants;Mexican"
"2321","e7N0AW-sKkJmRIpEovxBAg","""""Aces & Ales""""","","""""2801 N Tenaya Way, Ste A""""","Las Vegas","NV","89128",36.2111233966,-115.249689339,4,391,1,"Restaurants;Nightlife;Sports Bars;Bars;Pubs;American (Traditional);American (New)"
"2322","a48i_DFln5e1oaJKNM6BUg","""""Subway""""","","""""625 W Deer Valley Rd, Ste 107""""","Phoenix","AZ","85027",33.6830962,-112.0820092,2.5,7,1,"Sandwiches;Fast Food;Restaurants"
"2323","lKOvx_aAXiXQGooZ-4bq9Q","""""Pin Kaow Thai Restaurant""""","","""""9530 S Eastern Ave, Ste 100""""","Henderson","NV","89123",36.0162188297,-115.117161041,3.5,432,1,"Thai;Restaurants"
"2324","ufltmPizIHWx4MjnOzf_Sw","""""Ichi Ban Japanese""""","","""""2015 S Alma School Rd""""","Mesa","AZ","85210",33.3784436,-111.8592538,3.5,40,0,"Restaurants;Japanese;Steakhouses;Sushi Bars"
"2325","WR18M4vP4g1jXfNsd9lYjQ","""""The Wigwam""""","","""""300 E Wigwam Blvd""""","Litchfield Park","AZ","85340",33.4933636,-112.351202,3.5,218,1,"Event Planning & Services;Active Life;Restaurants;Hotels;Golf;Hotels & Travel"
"2326","9qIScKnMow7y8li_SsWYEg","""""Sonic""""","","""""2847 S Ellsworth Rd""""","MESA","AZ","85212",33.3631145,-111.6351399,2,21,1,"Restaurants;Fast Food"
"2327","gErcz2Kqc-7E6b_JuU1VKg","""""Domino's Pizza""""","","""""754 S Val Vista Dr, Ste 103""""","Gilbert","AZ","85296",33.3370062,-111.7571813,3,29,1,"Sandwiches;Restaurants;Food Delivery Services;Chicken Wings;Pizza;Food"
"2328","oyPvqoQhsdkfUeHtdPD7BQ","""""J-Wok Cafe""""","Southeast","""""5075 S Pecos Rd""""","Las Vegas","NV","89120",36.0972977,-115.1013785,4,64,0,"Juice Bars & Smoothies;Restaurants;Food;Chinese;Thai;Asian Fusion;Bubble Tea;Cafes"
"2329","1SqLPgnZEVeVYDM-AuoFhg","""""Pop's Philly Steaks""""","Westside","""""501 S Decatur Blvd""""","Las Vegas","NV","89107",36.166261,-115.205674,3.5,534,1,"Restaurants;Sandwiches;Cheesesteaks"
"2330","wJY74R0zAgjxvBf-d4gm9g","""""Kelly's At Southbridge""""","","""""7117 E 6th Ave""""","Scottsdale","AZ","85251",33.4987215,-111.9274506,3.5,239,1,"American (New);Restaurants"
"2331","rudCMbAXWuT-S1UXvIEk9Q","""""Subway""""","","""""5707 W Northern Ave""""","Glendale","AZ","85301",33.5514231054,-112.183072811,3,6,1,"Sandwiches;Restaurants;Fast Food"
"2332","BOijsp9rwVGS4ScmOMf9bg","""""Tropical Smoothie Cafe""""","","""""4015 S Arizona Ave, Ste 11""""","Chandler","AZ","85248",33.2467202,-111.8408778,4,3,0,"Restaurants;Juice Bars & Smoothies;Cafes;Food"
"2333","AkKZ8bK9KoRUlAU08X9xrA","""""Denny's""""","","""""3205 E Bell Rd""""","Phoenix","AZ","85032",33.640200233,-112.01288268,2.5,59,1,"Diners;Restaurants;Breakfast & Brunch;American (Traditional)"
"2334","zZn22GJCl6f2fCrnUBQhcA","""""Rubio's""""","","""""7300 Aliante Pkwy""""","North Las Vegas","NV","89084",36.2919853,-115.1806678,3.5,18,1,"Event Planning & Services;Salad;Restaurants;Caterers;Seafood;Mexican"
"2335","eWcyXTiaexrkvCc3vlFWKA","""""Carl's Jr""""","","""""1991 N Decatur Blvd""""","Las Vegas","NV","89108",36.1950502123,-115.206531921,2,8,1,"Fast Food;Restaurants"
"2336","Yk8WiriuHOkAXufUqGZMyg","""""Culver's""""","","""""1825 W Deer Valley Dr""""","Phoenix","AZ","85027",33.6831904911,-112.097922218,3.5,118,1,"Restaurants;Burgers;Ice Cream & Frozen Yogurt;Fast Food;Food"
"2337","1o2G_tqc-awFltCORrMWBg","""""Arby's""""","","""""2889 S Market St""""","Gilbert","AZ","85295",33.2975415,-111.746223,4,17,1,"Fast Food;Restaurants;Sandwiches"
"2338","JhRxDdmZSGDG_u7cGxaYrw","""""California Pizza Kitchen""""","South Summerlin","""""10945 Oval Park Dr""""","Las Vegas","NV","89135",36.1515115856,-115.331827058,3.5,188,1,"Restaurants;American (Traditional);Nightlife;Bars;Cocktail Bars;Pizza"
